complexity,cost,feature_based_cost,freqs
20.0,0.236302,0.23562110155956317,1
16.0,0.225163,0.2244918383906676,1
21.0,0.223654,0.22298445960388735,1
16.0,0.225163,0.2244918383906676,1
18.0,0.226672,0.2259992171774478,1
24.0,0.236302,0.23562110155956317,1
27.0,0.201906,0.20122524268475048,1
29.0,0.200415,0.19973575455966583,1
28.0,0.225163,0.2244918383906676,1
28.0,0.236302,0.23562110155956317,1
18.0,0.216294,0.21564640420918738,1
17.0,0.157654,0.15718960876612686,1
23.0,0.222239,0.22157322994255668,1
27.0,0.192082,0.19141695601159825,1
21.0,0.190001,0.18943541136309144,1
19.0,0.164726,0.1642396583308091,1
22.0,0.164726,0.1642396583308091,1
24.0,0.163107,0.16262289431330568,1
23.0,0.161743,0.16126068208063982,1
22.0,0.175114,0.17459399353613314,1
27.0,0.162484,0.16197524224215293,1
20.0,0.165466,0.16495421849232222,1
27.0,0.173623,0.1731045054110485,1
32.0,0.173623,0.1731045054110485,1
23.0,0.165484,0.16497210915401778,1
19.0,0.123559,0.12324055794340678,1
26.0,0.113878,0.11356688551270307,1
26.0,0.112387,0.11207739738761842,1
23.0,0.100703,0.10039914543656478,1
22.0,0.102739,0.1024376223438075,1
26.0,0.10423,0.10392711046889216,1
34.0,0.112387,0.11207739738761842,1
32.0,0.101248,0.10094813421872284,1
35.0,0.112387,0.11207739738761842,1
43.0,0.112387,0.11207739738761842,1
27.0,0.106766,0.10647517412465726,1
20.0,0.100118,0.09983226599271122,1
26.0,0.094118,0.09383853216898147,1
28.0,0.105275,0.10498568599957259,1
22.0,0.094136,0.09385642283067702,1
30.0,0.099388,0.09911922806826168,1
22.0,0.182574,0.18193165145070758,1
29.0,0.225109,0.224459906582551,1
20.0,0.158024,0.15756481839074643,1
30.0,0.152782,0.1523035353902254,1
23.0,0.131846,0.13146168823043783,1
29.0,0.336508,0.3355027278700748,1
22.0,0.21397,0.21333064341365543,1
23.0,0.214019,0.213382065884866,1
21.0,0.158024,0.15756481839074643,1
28.0,0.168183,0.1677008614110731,1
26.0,0.341169,0.34017209293794004,1
20.0,0.331539,0.33055020855582473,1
24.0,0.20903,0.20840878871436277,1
22.0,0.203418,0.20281551078224944,1
26.0,0.13853,0.13811863750880496,1
26.0,0.153747,0.15333724050713865,1
26.0,0.158249,0.15780532902916297,1
29.0,0.156758,0.15631584090407832,1
21.0,0.147842,0.14738168069093277,1
25.0,0.147842,0.14738168069093277,1
32.0,0.15899,0.1585198891906761,1
26.0,0.14936,0.14889800480856075,1
28.0,0.151878,0.1514281778026303,1
22.0,0.126215,0.12584702122091343,1
28.0,0.096263,0.09600329304216139,1
23.0,0.079494,0.07926286127945689,1
30.0,0.089151,0.08891158165411557,1
27.0,0.078012,0.07778231848522,1
26.0,0.076512,0.07628388502928757,1
32.0,0.089151,0.08891158165411557,1
25.0,0.07159,0.07137992099169051,1
19.0,0.160654,0.1601864756779917,1
20.0,0.225239,0.22457009685442153,1
19.0,0.123559,0.12324055794340678,1
44.0,0.081773,0.08155563559771997,1
27.0,0.123747,0.12338297423434572,1
18.0,0.356479,0.35540586067522106,1
27.0,0.311044,0.3101266674928592,1
19.0,0.241471,0.24079126584428617,1
29.0,0.231451,0.23078528916608698,1
25.0,0.245111,0.2443979871927948,1
33.0,0.184575,0.18404377750751427,1
18.0,0.110238,0.1099208442926219,1
18.0,0.107238,0.10692397738075703,1
19.0,0.097394,0.09711604930556292,1
18.0,0.200414,0.19982685164856795,1
26.0,0.095075,0.09480406056884286,1
28.0,0.058731,0.05857028456287544,1
31.0,0.222505,0.22186933562311,1
22.0,0.058866,0.05870166434438595,1
31.0,0.059911,0.05976023987506637,1
31.0,0.349857,0.3488228047713152,1
25.0,0.081798,0.08155937876551712,1
24.0,0.336869,0.3358764032782872,1
32.0,0.160342,0.15994236563776915,1
28.0,0.308247,0.30733596440076894,1
26.0,0.300091,0.2991856774820428,1
24.0,0.291841,0.2909856455499669,1
27.0,0.284463,0.28362969949357136,1
25.0,0.2296,0.22890447160733265,1
31.0,0.24781,0.2470837843409104,1
30.0,0.222534,0.2218880313086281,1
37.0,0.24855,0.24779834450242355,1
31.0,0.187314,0.18677123647899346,1
36.0,0.185823,0.18528174835390882,1
35.0,0.160548,0.16008599532162654,1
31.0,0.115394,0.11507366811008182,1
26.0,0.089807,0.0895857080183769,1
40.0,0.067496,0.06729328429369295,1
28.0,0.048092,0.047949870589837885,1
27.0,0.231029,0.23035441633551873,1
36.0,0.167297,0.16677029932547582,1
18.0,0.296153,0.2952689117297792,1
20.0,0.193042,0.19246573232013647,1
27.0,0.202689,0.20210550736394736,1
23.0,0.193042,0.19246573232013647,1
22.0,0.184792,0.18426570038806064,1
18.0,0.168032,0.16753421395620394,1
20.0,0.16505,0.16455523770603464,1
32.0,0.127588,0.1271990393528522,1
22.0,0.105838,0.10552831110291097,1
22.0,0.106103,0.10579254577126074,1
26.0,0.097234,0.09694711158978049,1
24.0,0.139618,0.13920323402290177,1
24.0,0.073618,0.07340838318514126,1
27.0,0.069127,0.06892202814819173,1
34.0,0.070618,0.0704115162732764,1
25.0,0.043851,0.04372627511590939,1
26.0,0.043851,0.04372627511590939,1
38.0,0.083374,0.08323888436875197,1
22.0,0.048608,0.048476864821208686,1
28.0,0.035248,0.0351450756027789,1
27.0,0.07747,0.07723743359215364,1
30.0,0.03564,0.03554405638906652,1
25.0,0.032924,0.032829314807246955,1
28.0,0.025546,0.02547336875085137,1
29.0,0.019124,0.01907097125732188,1
30.0,0.134339,0.1339614416854747,1
26.0,0.088214,0.0879557733015215,1
30.0,0.086988,0.08673051984478661,1
29.0,0.086723,0.08646628517643684,1
28.0,0.086723,0.08646628517643684,1
34.0,0.125377,0.12500429499506033,1
26.0,0.10748,0.10716448801917355,1
35.0,0.087738,0.08745402533714752,1
31.0,0.051494,0.0513405450159545,1
29.0,0.027718,0.027643225439604596,1
24.0,0.048813,0.04871934103840143,1
29.0,0.020615,0.020560459382406547,1
31.0,0.019124,0.01907097125732188,1
30.0,0.017624,0.01757253780138945,1
21.0,0.176711,0.17619367193308832,1
31.0,0.094534,0.09416539271070537,1
32.0,0.041792,0.04166883816402698,1
27.0,0.080968,0.08073604846839252,1
30.0,0.03012,0.030063275650286506,1
45.0,0.007566,0.00755301572866136,1
