complexity,cost,freqs,feature_complexity,feature_cost
11.0,0.0,,16,0.053202956575300275
12.0,0.247073,,16,0.24769572356139058
9.0,0.0,,12,0.08318899794865589
12.0,0.0,,16,0.07800787011770645
11.0,0.247073,,13,0.29183822492764694
10.0,0.281808,,14,0.15579813968381107
12.0,0.281808,,14,0.18060305322621723
11.0,0.0,,16,0.048021828744350833
10.0,0.281808,,12,0.13307630210437546
9.0,0.0,,12,0.07800787011770646
13.0,0.0,,16,0.07800787011770646
9.0,0.281808,,10,0.18060305322621723
14.0,0.247073,,17,0.2618521835542913
14.0,0.247073,,17,0.29183822492764694
11.0,0.247073,,14,0.1872814043499218
9.0,0.247073,,10,0.2172674457232774
11.0,0.615719,,14,0.35401071916015625
11.0,0.281808,,16,0.10827138856196927
9.0,0.563616,,12,0.1933258619219939
12.0,0.528881,,16,0.3027641555480596
10.0,0.528881,,12,0.22819337634369005
9.0,0.897527,,10,0.38160615515229784
11.0,0.281808,,14,0.14335280805894157
9.0,0.528881,,10,0.2632747958406624
11.0,0.281808,,14,0.14335280805894157
12.0,0.528881,,14,0.3378455750450319
7.0,0.563616,,9,0.25329794466870514
11.0,0.281808,,17,0.13658430854777076
10.0,0.563616,,13,0.22163878190779537
11.0,0.528881,,14,0.35771014753711433
11.0,0.528881,,14,0.2831393683327448
8.0,0.897527,,11,0.45688769276206737
12.0,0.247073,,18,0.15982656089862177
11.0,0.494146,,14,0.27974854868034255
14.0,0.247073,,18,0.18981260227197738
13.0,0.247073,,18,0.18463147444102795
13.0,0.494146,,15,0.3238910500465989
10.0,0.247073,,14,0.18981260227197738
12.0,0.247073,,14,0.21461751581438354
11.0,0.247073,,14,0.18463147444102795
13.0,0.247073,,14,0.21461751581438357
11.0,0.494146,,12,0.3238910500465989
12.0,0.528881,,14,0.24488103425864638
10.0,0.775954,,10,0.3648030220403672
11.0,0.528881,,12,0.2799624537556187
11.0,0.528881,,15,0.2731939542444478
11.0,0.775954,,12,0.41974901402942194
15.0,0.247073,,21,0.2343973401029913
15.0,0.494146,,21,0.4288901070890816
13.0,0.247073,,17,0.2643833814763469
15.0,0.247073,,21,0.25920225364539745
14.0,0.494146,,18,0.47303260845533796
15.0,0.247073,,21,0.2643833814763469
16.0,0.247073,,21,0.2891882950187531
14.0,0.247073,,17,0.25920225364539745
12.0,0.247073,,13,0.2891882950187531
14.0,0.494146,,18,0.47303260845533796
14.0,0.528881,,17,0.31945181346301593
14.0,0.775954,,17,0.5139445804491062
12.0,0.528881,,15,0.35453323295998823
13.0,0.528881,,18,0.3477647334488174
12.0,0.775954,,15,0.568890572438161
12.0,0.615719,,18,0.3243267768521316
13.0,0.615719,,18,0.34913169039453784
11.0,0.615719,,14,0.34913169039453784
11.0,0.897527,,14,0.40938125021215627
11.0,0.897527,,15,0.43769417019795775
14.0,0.0,,24,0.023216915201944653
13.0,0.281808,,20,0.10827138856196927
14.0,0.247073,,20,0.14313890298366544
16.0,0.247073,,24,0.21770968218803496
14.0,0.615719,,18,0.29655168179227315
13.0,0.0,,20,0.053202956575300275
13.0,0.247073,,20,0.24769572356139058
14.0,0.0,,24,0.053202956575300275
13.0,0.247073,,20,0.17312494435702105
12.0,0.281808,,18,0.15579813968381107
14.0,0.0,,20,0.048021828744350833
13.0,0.281808,,16,0.13307630210437546
13.0,0.247073,,18,0.1872814043499218
15.0,0.247073,,21,0.2618521835542913
13.0,0.615719,,18,0.35401071916015614
14.0,0.0,,24,0.053202956575300275
12.0,0.247073,,24,0.24769572356139058
14.0,0.0,,24,0.08318899794865589
12.0,0.0,,20,0.07800787011770645
15.0,0.247073,,21,0.29183822492764694
14.0,0.0,,20,0.053202956575300275
12.0,0.247073,,16,0.17312494435702105
12.0,0.0,,16,0.08318899794865589
13.0,0.0,,16,0.07800787011770645
12.0,0.247073,,14,0.2172674457232774
13.0,0.281808,,18,0.15579813968381107
12.0,0.281808,,14,0.18060305322621723
16.0,0.0,,24,0.048021828744350833
14.0,0.281808,,20,0.13307630210437546
14.0,0.0,,20,0.07800787011770646
15.0,0.0,,24,0.07800787011770646
13.0,0.281808,,18,0.18060305322621723
15.0,0.247073,,21,0.1872814043499218
15.0,0.247073,,21,0.2172674457232774
16.0,0.247073,,21,0.2618521835542913
14.0,0.247073,,17,0.29183822492764694
12.0,0.615719,,18,0.35401071916015614
13.0,0.281808,,20,0.10827138856196927
12.0,0.563616,,16,0.1933258619219939
13.0,0.528881,,16,0.22819337634369005
13.0,0.528881,,20,0.3027641555480596
12.0,0.897527,,14,0.3816061551522978
13.0,0.281808,,18,0.14335280805894157
12.0,0.528881,,18,0.3378455750450319
13.0,0.281808,,18,0.14335280805894157
12.0,0.528881,,14,0.2632747958406624
10.0,0.563616,,13,0.25329794466870514
14.0,0.281808,,21,0.13658430854777076
13.0,0.563616,,17,0.22163878190779537
13.0,0.528881,,18,0.2831393683327448
14.0,0.528881,,18,0.35771014753711433
10.0,0.897527,,15,0.4568876927620673
15.0,0.247073,,21,0.2343973401029913
15.0,0.494146,,21,0.4288901070890816
15.0,0.247073,,21,0.2643833814763469
13.0,0.247073,,17,0.25920225364539745
14.0,0.494146,,18,0.47303260845533796
14.0,0.247073,,17,0.2643833814763469
12.0,0.247073,,13,0.2891882950187531
15.0,0.247073,,21,0.25920225364539745
16.0,0.247073,,21,0.2891882950187531
14.0,0.494146,,18,0.47303260845533796
14.0,0.528881,,17,0.31945181346301593
13.0,0.775954,,17,0.5139445804491062
13.0,0.528881,,15,0.35453323295998823
13.0,0.528881,,18,0.3477647334488174
11.0,0.775954,,15,0.568890572438161
15.0,0.247073,,21,0.15982656089862177
13.0,0.494146,,17,0.27974854868034255
13.0,0.247073,,17,0.18981260227197738
14.0,0.247073,,17,0.18463147444102795
13.0,0.494146,,15,0.3238910500465989
15.0,0.247073,,21,0.18981260227197738
14.0,0.247073,,17,0.21461751581438354
15.0,0.247073,,21,0.18463147444102795
14.0,0.247073,,17,0.21461751581438357
15.0,0.494146,,18,0.3238910500465989
14.0,0.528881,,17,0.24488103425864638
12.0,0.775954,,13,0.3648030220403672
13.0,0.528881,,15,0.2799624537556187
13.0,0.528881,,18,0.2731939542444478
12.0,0.775954,,15,0.41974901402942194
12.0,0.615719,,18,0.3243267768521317
11.0,0.615719,,14,0.34913169039453784
13.0,0.615719,,18,0.34913169039453784
11.0,0.897527,,14,0.4093812502121563
11.0,0.897527,,15,0.4376941701979578
13.0,0.218192,,18,0.10265199756912827
11.0,0.5,,14,0.18770647092915288
11.0,0.218192,,14,0.13263803894248388
13.0,0.218192,,18,0.13263803894248388
9.0,0.5,,12,0.23523322205099467
13.0,0.218192,,18,0.13263803894248388
12.0,0.218192,,18,0.16262408031583953
11.0,0.218192,,14,0.13263803894248388
9.0,0.218192,,10,0.16262408031583953
11.0,0.5,,12,0.23523322205099467
10.0,0.5,,14,0.18770647092915288
9.0,0.781808,,10,0.2727609442891775
9.0,0.5,,12,0.22278789042612518
11.0,0.5,,12,0.22278789042612518
7.0,0.781808,,7,0.33273302703588875
13.0,0.565194,,18,0.3132297322200889
13.0,0.565194,,18,0.3432157735934445
11.0,0.565194,,14,0.3432157735934445
10.0,0.847002,,14,0.3982842055801135
10.0,0.847002,,12,0.43336562507708587
12.0,0.565194,,18,0.3132297322200889
10.0,0.565194,,14,0.3432157735934445
14.0,0.565194,,18,0.3432157735934445
11.0,0.847002,,14,0.3982842055801135
10.0,0.847002,,12,0.43336562507708587
10.0,0.994146,,15,0.44835533587279724
8.0,1.275954,,11,0.5334098092328219
11.0,0.247073,,20,0.11992198778172078
11.0,0.528881,,16,0.2049764611417454
10.0,0.494146,,16,0.23984397556344156
14.0,0.494146,,20,0.3144147547678111
11.0,0.862792,,14,0.3932567543720493
14.0,0.494146,,20,0.3144147547678111
14.0,0.741218,,20,0.5089075217539014
11.0,0.494146,,16,0.23984397556344156
9.0,0.741218,,12,0.3597659633451623
10.0,0.862792,,14,0.3932567543720493
11.0,0.465265,,16,0.1857760453733438
9.0,0.747073,,12,0.27083051873336844
11.0,0.812267,,14,0.38436132155498326
11.0,0.812267,,14,0.38436132155498326
7.0,1.241218,,9,0.51067449429681
14.0,0.247073,,20,0.1499080291550764
12.0,0.494146,,20,0.34440079614116675
12.0,0.494146,,16,0.2698300169367972
13.0,0.465265,,16,0.21576208674669942
12.0,0.812267,,14,0.4143473629283389
10.0,0.247073,,16,0.1499080291550764
8.0,0.494146,,12,0.2698300169367972
12.0,0.494146,,16,0.34440079614116675
10.0,0.465265,,12,0.21576208674669942
9.0,0.812267,,10,0.4143473629283389
11.0,0.528881,,14,0.2525032122635872
9.0,0.747073,,10,0.31835726985521023
13.0,0.247073,,20,0.14472690132412697
12.0,0.528881,,16,0.22978137468415158
14.0,0.494146,,20,0.33921966831021727
12.0,0.494146,,16,0.2646488891058477
12.0,0.862792,,14,0.4180616679144555
13.0,0.494146,,17,0.2839864769296979
11.0,0.741218,,13,0.40390846471141867
13.0,0.494146,,17,0.35855725613406747
14.0,0.741218,,17,0.5530500231201577
8.0,0.862792,,14,0.4507157917399323
11.0,0.247073,,16,0.14472690132412697
10.0,0.528881,,12,0.22978137468415158
9.0,0.494146,,12,0.2646488891058477
13.0,0.494146,,16,0.33921966831021727
9.0,0.862792,,10,0.4180616679144555
14.0,0.494146,,17,0.35855725613406747
14.0,0.741218,,17,0.5530500231201577
11.0,0.494146,,14,0.2839864769296979
9.0,0.741218,,10,0.40390846471141867
11.0,0.862792,,14,0.4507157917399323
11.0,0.465265,,17,0.22624690883597112
10.0,0.747073,,13,0.3113013821959958
11.0,0.812267,,14,0.43915227647074506
11.0,0.812267,,14,0.43915227647074506
8.0,1.241218,,11,0.5762058560882285
12.0,0.247073,,18,0.15423184657413613
14.0,0.494146,,18,0.3487246135602265
10.0,0.494146,,14,0.27415383435585694
12.0,0.465265,,14,0.22008590416575918
11.0,0.812267,,12,0.41867118034739864
11.0,0.247073,,14,0.18421788794749178
10.0,0.465265,,10,0.2500719455391148
13.0,0.247073,,18,0.17903676011654232
12.0,0.494146,,14,0.2989587478982631
13.0,0.494146,,15,0.39286711492648285
11.0,0.247073,,14,0.17903676011654232
13.0,0.494146,,14,0.37352952710263265
11.0,0.494146,,12,0.31829633572211324
11.0,0.465265,,15,0.26055676762838653
11.0,0.812267,,12,0.4734621352631604
15.0,0.247073,,21,0.15423184657413613
13.0,0.494146,,17,0.27415383435585694
15.0,0.494146,,21,0.3487246135602265
14.0,0.465265,,17,0.22008590416575918
12.0,0.812267,,15,0.41867118034739864
15.0,0.247073,,21,0.18421788794749178
14.0,0.465265,,17,0.2500719455391148
15.0,0.247073,,21,0.17903676011654232
16.0,0.494146,,21,0.37352952710263265
14.0,0.494146,,18,0.31829633572211324
14.0,0.247073,,17,0.17903676011654232
12.0,0.494146,,13,0.2989587478982631
14.0,0.494146,,18,0.39286711492648285
13.0,0.465265,,18,0.26055676762838653
12.0,0.812267,,15,0.4734621352631604
12.0,0.528881,,18,0.2629132828202152
11.0,0.747073,,14,0.3287673404118382
13.0,0.528881,,18,0.28771819636262136
11.0,0.528881,,14,0.28771819636262136
11.0,0.747073,,15,0.36923820387446554
12.0,0.247073,,18,0.14771741575898445
11.0,0.528881,,14,0.23277188911900906
13.0,0.494146,,18,0.3422101827450748
11.0,0.494146,,14,0.26763940354070526
10.0,0.862792,,12,0.421052182349313
13.0,0.247073,,18,0.1777034571323401
12.0,0.494146,,14,0.29762544491406084
11.0,0.247073,,14,0.1777034571323401
12.0,0.494146,,14,0.3721962241184304
10.0,0.528881,,12,0.2802986402408508
10.0,0.247073,,14,0.17252232930139064
10.0,0.528881,,10,0.25757680266141525
13.0,0.494146,,15,0.38635268411133117
11.0,0.494146,,12,0.31178190490696156
10.0,0.862792,,12,0.478511219717196
9.0,0.494146,,13,0.29304693213874183
7.0,0.741218,,9,0.4129689199204626
7.0,0.494146,,9,0.3230329735120975
7.0,0.494146,,9,0.317851845681148
7.0,0.741218,,7,0.45711142128671894
10.0,0.862792,,15,0.4655159576019801
8.0,0.862792,,11,0.49032087114438627
14.0,0.247073,,21,0.14771741575898445
13.0,0.528881,,17,0.23277188911900906
13.0,0.494146,,17,0.26763940354070526
16.0,0.494146,,21,0.3422101827450748
13.0,0.862792,,15,0.421052182349313
15.0,0.247073,,21,0.1777034571323401
12.0,0.494146,,21,0.3721962241184304
13.0,0.247073,,17,0.1777034571323401
11.0,0.494146,,13,0.29762544491406084
14.0,0.528881,,15,0.2802986402408508
14.0,0.247073,,21,0.17252232930139064
13.0,0.528881,,17,0.25757680266141525
12.0,0.494146,,18,0.31178190490696156
13.0,0.494146,,18,0.38635268411133117
11.0,0.862792,,15,0.478511219717196
13.0,0.494146,,18,0.29304693213874183
11.0,0.741218,,14,0.4129689199204626
13.0,0.494146,,18,0.3230329735120975
13.0,0.494146,,18,0.317851845681148
13.0,0.741218,,15,0.45711142128671894
11.0,0.862792,,15,0.4655159576019801
12.0,0.862792,,15,0.49032087114438627
12.0,0.465265,,18,0.23393387615268732
10.0,0.747073,,14,0.31898834951271193
13.0,0.465265,,18,0.26391991752604294
11.0,0.465265,,14,0.26391991752604294
10.0,0.747073,,12,0.3665151006345537
10.0,0.812267,,15,0.45271336741399404
8.0,0.812267,,11,0.4826994087873497
13.0,0.812267,,15,0.45271336741399404
13.0,0.812267,,15,0.4826994087873497
7.0,1.241218,,9,0.594999185396157
16.0,0.247073,,24,0.1944927669860903
13.0,0.528881,,20,0.27954724034611494
14.0,0.494146,,20,0.3144147547678111
